,    DATE,remainder,lag1
13831,1913-11-14,-71.38969389684227,-40.38952181076495
13832,1913-11-15,-61.3898659829196,-71.38969389684227
13833,1913-11-16,-77.39003806899693,-61.3898659829196
13834,1913-11-17,-56.39021015507424,-77.39003806899693
13835,1913-11-18,-21.39038224115157,-56.39021015507424
13836,1913-11-19,-67.3905543272289,-21.39038224115157
13837,1913-11-20,-69.39072641330623,-67.3905543272289
13838,1913-11-21,-77.39089849938355,-69.39072641330623
13839,1913-11-22,-63.39107058546088,-77.39089849938355
13840,1913-11-23,-140.3912426715382,-63.39107058546088
13841,1913-11-24,-131.39141475761554,-140.3912426715382
13842,1913-11-25,-122.39158684369286,-131.39141475761554
13843,1913-11-26,-84.39175892977019,-122.39158684369286
13844,1913-11-27,-81.39193101584752,-84.39175892977019
13845,1913-11-28,-42.392103101924846,-81.39193101584752
13846,1913-11-29,-47.39227518800217,-42.392103101924846
13847,1913-11-30,-44.3924472740795,-47.39227518800217
13848,1913-12-01,-30.59916232890683,-44.3924472740795
13849,1913-12-02,-49.59933441498416,-30.59916232890683
13850,1913-12-03,-31.599506501061484,-49.59933441498416
13851,1913-12-04,-37.59967858713881,-31.599506501061484
13852,1913-12-05,-73.59985067321614,-37.59967858713881
13853,1913-12-06,-95.60002275929348,-73.59985067321614
13854,1913-12-07,-97.6001948453708,-95.60002275929348
13855,1913-12-08,-104.60036693144812,-97.6001948453708
13856,1913-12-09,-28.60053901752545,-104.60036693144812
13857,1913-12-10,-43.60071110360278,-28.60053901752545
13858,1913-12-11,-45.6008831896801,-43.60071110360278
13859,1913-12-12,-41.60105527575743,-45.6008831896801
13860,1913-12-13,-47.60122736183476,-41.60105527575743
13861,1913-12-14,-63.60139944791209,-47.60122736183476
13862,1913-12-15,-67.60157153398941,-63.60139944791209
13863,1913-12-16,-50.60174362006674,-67.60157153398941
13864,1913-12-17,-65.60191570614407,-50.60174362006674
13865,1913-12-18,-95.6020877922214,-65.60191570614407
13866,1913-12-19,-121.60225987829872,-95.6020877922214
13867,1913-12-20,-103.60243196437604,-121.60225987829872
13868,1913-12-21,-75.60260405045338,-103.60243196437604
13869,1913-12-22,-59.60277613653071,-75.60260405045338
13870,1913-12-23,-82.60294822260803,-59.60277613653071
13871,1913-12-24,-94.60312030868536,-82.60294822260803
13872,1913-12-25,-89.60329239476269,-94.60312030868536
13873,1913-12-26,-65.60346448084002,-89.60329239476269
13874,1913-12-27,-61.60363656691735,-65.60346448084002
13875,1913-12-28,-87.60380865299467,-61.60363656691735
13876,1913-12-29,-107.603980739072,-87.60380865299467
13877,1913-12-30,-117.60415282514931,-107.603980739072
13878,1913-12-31,-123.60432491122666,-117.60415282514931
13879,1914-01-01,-125.69067863792898,-123.60432491122666
13880,1914-01-02,-93.69085072400632,-125.69067863792898
13881,1914-01-03,-65.69102281008364,-93.69085072400632
13882,1914-01-04,-52.691194896160965,-65.69102281008364
13883,1914-01-05,-51.69136698223829,-52.691194896160965
13884,1914-01-06,-73.69153906831562,-51.69136698223829
13885,1914-01-07,-99.69171115439296,-73.69153906831562
13886,1914-01-08,-87.69188324047028,-99.69171115439296
13887,1914-01-09,-75.6920553265476,-87.69188324047028
13888,1914-01-10,-139.69222741262493,-75.6920553265476
13889,1914-01-11,-120.69239949870226,-139.69222741262493
13890,1914-01-12,-147.6925715847796,-120.69239949870226
13891,1914-01-13,-159.6927436708569,-147.6925715847796
13892,1914-01-14,-179.69291575693424,-159.6927436708569
13893,1914-01-15,-144.69308784301157,-179.69291575693424
13894,1914-01-16,-154.69325992908887,-144.69308784301157
13895,1914-01-17,-143.6934320151662,-154.69325992908887
13896,1914-01-18,-109.69360410124354,-143.6934320151662
13897,1914-01-19,-149.69377618732085,-109.69360410124354
13898,1914-01-20,-171.69394827339818,-149.69377618732085
13899,1914-01-21,-190.6941203594755,-171.69394827339818
13900,1914-01-22,-166.69429244555283,-190.6941203594755
13901,1914-01-23,-117.69446453163016,-166.69429244555283
13902,1914-01-24,-150.6946366177075,-117.69446453163016
13903,1914-01-25,-114.69480870378484,-150.6946366177075
13904,1914-01-26,-60.69498078986216,-114.69480870378484
13905,1914-01-27,-68.69515287593948,-60.69498078986216
13906,1914-01-28,-81.69532496201681,-68.69515287593948
13907,1914-01-29,-82.69549704809414,-81.69532496201681
13908,1914-01-30,-41.69566913417147,-82.69549704809414
13909,1914-01-31,-37.6958412202488,-41.69566913417147
13910,1914-02-01,-57.29537854070112,-37.6958412202488
13911,1914-02-02,-57.29555062677845,-57.29537854070112
13912,1914-02-03,-62.29572271285578,-57.29555062677845
13913,1914-02-04,-70.2958947989331,-62.29572271285578
13914,1914-02-05,-82.29606688501043,-70.2958947989331
13915,1914-02-06,-83.29623897108776,-82.29606688501043
13916,1914-02-07,-71.29641105716509,-83.29623897108776
13917,1914-02-08,-40.296583143242415,-71.29641105716509
13918,1914-02-09,-38.29675522931974,-40.296583143242415
13919,1914-02-10,-65.29692731539707,-38.29675522931974
13920,1914-02-11,-63.2970994014744,-65.29692731539707
13921,1914-02-12,-56.297271487551725,-63.2970994014744
13922,1914-02-13,-66.29744357362905,-56.297271487551725
13923,1914-02-14,-51.29761565970638,-66.29744357362905
13924,1914-02-15,-7.297787745783708,-51.29761565970638
13925,1914-02-16,-18.29795983186104,-7.297787745783708
13926,1914-02-17,-58.29813191793836,-18.29795983186104
13927,1914-02-18,-49.29830400401569,-58.29813191793836
13928,1914-02-19,-58.29847609009302,-49.29830400401569
13929,1914-02-20,-59.298648176170346,-58.29847609009302
13930,1914-02-21,-47.29882026224767,-59.298648176170346
13931,1914-02-22,-32.298992348325,-47.29882026224767
13932,1914-02-23,-50.29916443440233,-32.298992348325
13933,1914-02-24,-64.29933652047966,-50.29916443440233
13934,1914-02-25,-104.29950860655698,-64.29933652047966
13935,1914-02-26,-92.29968069263433,-104.29950860655698
13936,1914-02-27,-92.29985277871164,-92.29968069263433
13937,1914-02-28,-74.30002486478897,-92.29985277871164
13938,1914-03-01,-107.8478043727413,-74.30002486478897
13939,1914-03-02,-95.84797645881862,-107.8478043727413
13940,1914-03-03,-104.84814854489596,-95.84797645881862
13941,1914-03-04,-99.84832063097328,-104.84814854489596
13942,1914-03-05,-66.8484927170506,-99.84832063097328
13943,1914-03-06,-51.84866480312793,-66.8484927170506
13944,1914-03-07,-97.84883688920526,-51.84866480312793
13945,1914-03-08,-87.84900897528259,-97.84883688920526
13946,1914-03-09,-32.849181061359914,-87.84900897528259
13947,1914-03-10,-47.84935314743724,-32.849181061359914
13948,1914-03-11,-102.84952523351456,-47.84935314743724
13949,1914-03-12,-101.8496973195919,-102.84952523351456
13950,1914-03-13,-98.84986940566922,-101.8496973195919
13951,1914-03-14,-81.85004149174654,-98.84986940566922
13952,1914-03-15,-47.850213577823865,-81.85004149174654
13953,1914-03-16,-67.85038566390119,-47.850213577823865
13954,1914-03-17,-101.85055774997852,-67.85038566390119
13955,1914-03-18,-85.85072983605585,-101.85055774997852
13956,1914-03-19,-89.85090192213318,-85.85072983605585
13957,1914-03-20,-62.8510740082105,-89.85090192213318
13958,1914-03-21,-73.85124609428783,-62.8510740082105
13959,1914-03-22,-83.85141818036516,-73.85124609428783
13960,1914-03-23,-82.85159026644249,-83.85141818036516
13961,1914-03-24,-67.85176235251981,-82.85159026644249
13962,1914-03-25,-64.85193443859714,-67.85176235251981
13963,1914-03-26,-71.85210652467447,-64.85193443859714
13964,1914-03-27,-75.8522786107518,-71.85210652467447
13965,1914-03-28,-104.85245069682912,-75.8522786107518
13966,1914-03-29,-100.85262278290644,-104.85245069682912
13967,1914-03-30,-78.85279486898378,-100.85262278290644
13968,1914-03-31,-18.852966955061103,-78.85279486898378
13969,1914-04-01,-48.270619509888434,-18.852966955061103
13970,1914-04-02,-57.27079159596576,-48.270619509888434
13971,1914-04-03,-99.27096368204307,-57.27079159596576
13972,1914-04-04,-111.27113576812042,-99.27096368204307
13973,1914-04-05,-100.27130785419774,-111.27113576812042
13974,1914-04-06,-102.27147994027509,-100.27130785419774
13975,1914-04-07,-109.2716520263524,-102.27147994027509
13976,1914-04-08,-125.27182411242973,-109.2716520263524
13977,1914-04-09,-119.27199619850704,-125.27182411242973
13978,1914-04-10,-83.27216828458438,-119.27199619850704
13979,1914-04-11,-23.27234037066171,-83.27216828458438
13980,1914-04-12,-67.27251245673904,-23.27234037066171
13981,1914-04-13,-48.27268454281637,-67.27251245673904
13982,1914-04-14,-84.27285662889369,-48.27268454281637
13983,1914-04-15,-103.27302871497102,-84.27285662889369
13984,1914-04-16,-106.27320080104836,-103.27302871497102
13985,1914-04-17,-80.27337288712567,-106.27320080104836
13986,1914-04-18,-67.273544973203,-80.27337288712567
13987,1914-04-19,-42.27371705928033,-67.273544973203
13988,1914-04-20,-35.27388914535766,-42.27371705928033
13989,1914-04-21,-34.274061231434985,-35.27388914535766
13990,1914-04-22,-18.274233317512312,-34.274061231434985
13991,1914-04-23,-23.27440540358964,-18.274233317512312
13992,1914-04-24,-79.27457748966697,-23.27440540358964
13993,1914-04-25,-95.2747495757443,-79.27457748966697
13994,1914-04-26,-87.27492166182162,-95.2747495757443
13995,1914-04-27,-65.27509374789895,-87.27492166182162
13996,1914-04-28,-85.27526583397628,-65.27509374789895
13997,1914-04-29,-37.275437920053605,-85.27526583397628
13998,1914-04-30,-31.275610006130933,-37.275437920053605
13999,1914-05-01,-156.71230552970826,-31.275610006130933
14000,1914-05-02,-165.7124776157856,-156.71230552970826
14001,1914-05-03,-129.71264970186292,-165.7124776157856
14002,1914-05-04,-85.71282178794024,-129.71264970186292
14003,1914-05-05,-95.71299387401756,-85.71282178794024
14004,1914-05-06,-130.7131659600949,-95.71299387401756
14005,1914-05-07,-119.71333804617224,-130.7131659600949
14006,1914-05-08,-90.71351013224955,-119.71333804617224
14007,1914-05-09,-108.71368221832688,-90.71351013224955
14008,1914-05-10,-141.7138543044042,-108.71368221832688
14009,1914-05-11,-117.71402639048154,-141.7138543044042
14010,1914-05-12,-135.71419847655886,-117.71402639048154
14011,1914-05-13,-166.7143705626362,-135.71419847655886
14012,1914-05-14,-159.71454264871352,-166.7143705626362
14013,1914-05-15,-119.71471473479085,-159.71454264871352
14014,1914-05-16,-80.71488682086816,-119.71471473479085
14015,1914-05-17,-66.71505890694549,-80.71488682086816
14016,1914-05-18,-46.715230993022814,-66.71505890694549
14017,1914-05-19,-37.71540307910014,-46.715230993022814
14018,1914-05-20,-77.71557516517747,-37.71540307910014
14019,1914-05-21,-73.7157472512548,-77.71557516517747
14020,1914-05-22,-58.71591933733213,-73.7157472512548
14021,1914-05-23,-39.71609142340945,-58.71591933733213
14022,1914-05-24,-53.71626350948678,-39.71609142340945
14023,1914-05-25,-148.71643559556412,-53.71626350948678
14024,1914-05-26,-127.71660768164143,-148.71643559556412
14025,1914-05-27,-134.71677976771878,-127.71660768164143
14026,1914-05-28,-140.7169518537961,-134.71677976771878
14027,1914-05-29,-137.71712393987343,-140.7169518537961
14028,1914-05-30,-120.71729602595074,-137.71712393987343
14029,1914-05-31,-79.71746811202807,-120.71729602595074
14030,1914-06-01,-118.4344370731054,-79.71746811202807
14031,1914-06-02,-169.43460915918274,-118.4344370731054
14032,1914-06-03,-166.43478124526007,-169.43460915918274
14033,1914-06-04,-157.4349533313374,-166.43478124526007
14034,1914-06-05,-177.43512541741472,-157.4349533313374
14035,1914-06-06,-156.43529750349205,-177.43512541741472
14036,1914-06-07,-124.43546958956937,-156.43529750349205
14037,1914-06-08,-125.43564167564668,-124.43546958956937
14038,1914-06-09,-71.43581376172402,-125.43564167564668
14039,1914-06-10,-108.43598584780136,-71.43581376172402
14040,1914-06-11,-69.43615793387868,-108.43598584780136
14041,1914-06-12,-67.436330019956,-69.43615793387868
14042,1914-06-13,-64.43650210603333,-67.436330019956
14043,1914-06-14,-57.43667419211066,-64.43650210603333
14044,1914-06-15,-46.43684627818799,-57.43667419211066
14045,1914-06-16,-39.43701836426531,-46.43684627818799
14046,1914-06-17,-105.43719045034264,-39.43701836426531
14047,1914-06-18,-107.43736253641995,-105.43719045034264
14048,1914-06-19,-87.4375346224973,-107.43736253641995
14049,1914-06-20,-89.43770670857462,-87.4375346224973
14050,1914-06-21,-53.43787879465195,-89.43770670857462
14051,1914-06-22,-50.43805088072928,-53.43787879465195
14052,1914-06-23,-105.4382229668066,-50.43805088072928
14053,1914-06-24,-123.43839505288392,-105.4382229668066
14054,1914-06-25,-106.43856713896126,-123.43839505288392
14055,1914-06-26,-96.4387392250386,-106.43856713896126
14056,1914-06-27,-75.43891131111592,-96.4387392250386
14057,1914-06-28,-69.43908339719324,-75.43891131111592
14058,1914-06-29,-109.43925548327056,-69.43908339719324
14059,1914-06-30,-85.4394275693479,-109.43925548327056
14060,1914-07-01,-42.33632817105023,-85.4394275693479
14061,1914-07-02,-39.336500257127554,-42.33632817105023
14062,1914-07-03,-20.33667234320488,-39.336500257127554
14063,1914-07-04,-47.33684442928221,-20.33667234320488
14064,1914-07-05,-101.33701651535954,-47.33684442928221
14065,1914-07-06,-88.33718860143686,-101.33701651535954
14066,1914-07-07,-91.3373606875142,-88.33718860143686
14067,1914-07-08,-129.33753277359153,-91.3373606875142
14068,1914-07-09,-99.33770485966885,-129.33753277359153
14069,1914-07-10,-75.33787694574616,-99.33770485966885
14070,1914-07-11,-64.33804903182349,-75.33787694574616
14071,1914-07-12,-43.338221117900815,-64.33804903182349
14072,1914-07-13,-45.33839320397814,-43.338221117900815
14073,1914-07-14,-39.33856529005547,-45.33839320397814
14074,1914-07-15,-27.3387373761328,-39.33856529005547
14075,1914-07-16,-83.33890946221013,-27.3387373761328
14076,1914-07-17,-85.33908154828745,-83.33890946221013
14077,1914-07-18,-73.33925363436478,-85.33908154828745
14078,1914-07-19,-43.33942572044211,-73.33925363436478
14079,1914-07-20,-35.33959780651944,-43.33942572044211
14080,1914-07-21,-33.33976989259676,-35.33959780651944
14081,1914-07-22,-25.33994197867409,-33.33976989259676
14082,1914-07-23,-87.34011406475142,-25.33994197867409
14083,1914-07-24,-127.34028615082876,-87.34011406475142
14084,1914-07-25,-128.34045823690607,-127.34028615082876
14085,1914-07-26,-145.3406303229834,-128.34045823690607
14086,1914-07-27,-141.34080240906073,-145.3406303229834
14087,1914-07-28,-136.34097449513806,-141.34080240906073
14088,1914-07-29,-136.34114658121538,-136.34097449513806
14089,1914-07-30,-111.34131866729273,-136.34114658121538
14090,1914-07-31,-119.34149075337004,-111.34131866729273
14091,1914-08-01,-85.33214135507237,-119.34149075337004
14092,1914-08-02,-53.332313441149694,-85.33214135507237
14093,1914-08-03,-83.33248552722702,-53.332313441149694
14094,1914-08-04,-99.33265761330436,-83.33248552722702
14095,1914-08-05,-97.33282969938168,-99.33265761330436
14096,1914-08-06,-99.333001785459,-97.33282969938168
14097,1914-08-07,-97.33317387153632,-99.333001785459
14098,1914-08-08,-122.33334595761366,-97.33317387153632
14099,1914-08-09,-89.33351804369099,-122.33334595761366
14100,1914-08-10,-55.33369012976832,-89.33351804369099
14101,1914-08-11,-40.33386221584564,-55.33369012976832
14102,1914-08-12,-83.33403430192297,-40.33386221584564
14103,1914-08-13,-91.3342063880003,-83.33403430192297
14104,1914-08-14,-109.33437847407762,-91.3342063880003
14105,1914-08-15,-103.33455056015497,-109.33437847407762
14106,1914-08-16,-91.33472264623228,-103.33455056015497
14107,1914-08-17,-76.3348947323096,-91.33472264623228
14108,1914-08-18,-109.33506681838692,-76.3348947323096
14109,1914-08-19,-107.33523890446426,-109.33506681838692
14110,1914-08-20,-102.3354109905416,-107.33523890446426
14111,1914-08-21,-82.33558307661892,-102.3354109905416
14112,1914-08-22,-115.33575516269624,-82.33558307661892
14113,1914-08-23,-108.33592724877356,-115.33575516269624
14114,1914-08-24,-97.3360993348509,-108.33592724877356
14115,1914-08-25,-69.33627142092823,-97.3360993348509
14116,1914-08-26,-73.33644350700555,-69.33627142092823
14117,1914-08-27,-43.33661559308288,-73.33644350700555
14118,1914-08-28,-44.33678767916021,-43.33661559308288
14119,1914-08-29,-44.33695976523754,-44.33678767916021
14120,1914-08-30,-49.33713185131487,-44.33695976523754
14121,1914-08-31,-90.3373039373922,-49.33713185131487
14122,1914-09-01,-86.17585492971952,-90.3373039373922
14123,1914-09-02,-82.17602701579685,-86.17585492971952
14124,1914-09-03,-66.17619910187418,-82.17602701579685
14125,1914-09-04,-73.1763711879515,-66.17619910187418
14126,1914-09-05,-119.17654327402884,-73.1763711879515
14127,1914-09-06,-92.17671536010616,-119.17654327402884
14128,1914-09-07,-76.17688744618349,-92.17671536010616
14129,1914-09-08,-66.1770595322608,-76.17688744618349
14130,1914-09-09,-23.177231618338126,-66.1770595322608
14131,1914-09-10,-24.17740370441545,-23.177231618338126
14132,1914-09-11,-48.17757579049278,-24.17740370441545
14133,1914-09-12,-99.17774787657012,-48.17757579049278
14134,1914-09-13,-135.17791996264742,-99.17774787657012
14135,1914-09-14,-115.17809204872476,-135.17791996264742
14136,1914-09-15,-83.17826413480209,-115.17809204872476
14137,1914-09-16,-106.17843622087942,-83.17826413480209
14138,1914-09-17,-85.17860830695675,-106.17843622087942
14139,1914-09-18,-112.17878039303407,-85.17860830695675
14140,1914-09-19,-119.1789524791114,-112.17878039303407
14141,1914-09-20,-131.17912456518872,-119.1789524791114
14142,1914-09-21,-127.17929665126606,-131.17912456518872
14143,1914-09-22,-127.17946873734338,-127.17929665126606
14144,1914-09-23,-133.1796408234207,-127.17946873734338
14145,1914-09-24,-129.17981290949805,-133.1796408234207
14146,1914-09-25,-128.17998499557535,-129.17981290949805
14147,1914-09-26,-136.18015708165268,-128.17998499557535
14148,1914-09-27,-121.18032916773002,-136.18015708165268
14149,1914-09-28,-124.18050125380736,-121.18032916773002
14150,1914-09-29,-136.18067333988466,-124.18050125380736
14151,1914-09-30,-133.180845425962,-136.18067333988466
14152,1914-10-01,-54.01695501203933,-133.180845425962
14153,1914-10-02,-93.01712709811666,-54.01695501203933
14154,1914-10-03,-116.017299184194,-93.01712709811666
14155,1914-10-04,-99.01747127027132,-116.017299184194
14156,1914-10-05,-93.01764335634864,-99.01747127027132
14157,1914-10-06,-113.01781544242596,-93.01764335634864
14158,1914-10-07,-131.01798752850328,-113.01781544242596
14159,1914-10-08,-108.01815961458064,-131.01798752850328
14160,1914-10-09,-83.01833170065795,-108.01815961458064
14161,1914-10-10,-108.01850378673528,-83.01833170065795
14162,1914-10-11,-123.0186758728126,-108.01850378673528
14163,1914-10-12,-115.01884795888994,-123.0186758728126
14164,1914-10-13,-117.01902004496726,-115.01884795888994
14165,1914-10-14,-82.01919213104459,-117.01902004496726
14166,1914-10-15,-110.01936421712192,-82.01919213104459
14167,1914-10-16,-89.01953630319925,-110.01936421712192
14168,1914-10-17,-93.01970838927656,-89.01953630319925
14169,1914-10-18,-65.0198804753539,-93.01970838927656
14170,1914-10-19,-102.02005256143124,-65.0198804753539
14171,1914-10-20,-95.02022464750856,-102.02005256143124
14172,1914-10-21,-105.02039673358588,-95.02022464750856
14173,1914-10-22,-94.0205688196632,-105.02039673358588
14174,1914-10-23,-87.02074090574054,-94.0205688196632
14175,1914-10-24,-90.02091299181787,-87.02074090574054
14176,1914-10-25,-99.0210850778952,-90.02091299181787
14177,1914-10-26,-81.02125716397252,-99.0210850778952
14178,1914-10-27,-81.02142925004985,-81.02125716397252
14179,1914-10-28,-85.02160133612718,-81.02142925004985
14180,1914-10-29,-103.0217734222045,-85.02160133612718
14181,1914-10-30,-141.02194550828182,-103.0217734222045
14182,1914-10-31,-137.02211759435914,-141.02194550828182
14183,1914-11-01,-85.45026819606149,-137.02211759435914
14184,1914-11-02,-79.45044028213881,-85.45026819606149
14185,1914-11-03,-64.45061236821614,-79.45044028213881
14186,1914-11-04,-73.45078445429345,-64.45061236821614
14187,1914-11-05,-68.45095654037078,-73.45078445429345
14188,1914-11-06,-78.45112862644811,-68.45095654037078
14189,1914-11-07,-73.45130071252544,-78.45112862644811
14190,1914-11-08,-49.451472798602765,-73.45130071252544
14191,1914-11-09,-45.45164488468009,-49.451472798602765
14192,1914-11-10,-33.45181697075742,-45.45164488468009
14193,1914-11-11,-43.45198905683475,-33.45181697075742
14194,1914-11-12,-86.45216114291208,-43.45198905683475
14195,1914-11-13,-81.4523332289894,-86.45216114291208
14196,1914-11-14,-91.45250531506672,-81.4523332289894
14197,1914-11-15,-103.45267740114406,-91.45250531506672
14198,1914-11-16,-110.4528494872214,-103.45267740114406
14199,1914-11-17,-104.45302157329871,-110.4528494872214
14200,1914-11-18,-130.45319365937604,-104.45302157329871
14201,1914-11-19,-127.45336574545335,-130.45319365937604
14202,1914-11-20,-128.4535378315307,-127.45336574545335
14203,1914-11-21,-151.45370991760802,-128.4535378315307
14204,1914-11-22,-144.45388200368535,-151.45370991760802
14205,1914-11-23,-153.45405408976268,-144.45388200368535
14206,1914-11-24,-144.45422617584,-153.45405408976268
14207,1914-11-25,-127.45439826191732,-144.45422617584
14208,1914-11-26,-134.45457034799466,-127.45439826191732
14209,1914-11-27,-117.454742434072,-134.45457034799466
14210,1914-11-28,-103.45491452014932,-117.454742434072
14211,1914-11-29,-95.45508660622664,-103.45491452014932
14212,1914-11-30,-58.45525869230397,-95.45508660622664
14213,1914-12-01,-11.6619737471313,-58.45525869230397
14214,1914-12-02,-21.662145833208623,-11.6619737471313
14215,1914-12-03,-31.662317919285957,-21.662145833208623
14216,1914-12-04,-53.66249000536328,-31.662317919285957
14217,1914-12-05,-28.66266209144061,-53.66249000536328
14218,1914-12-06,-62.66283417751794,-28.66266209144061
14219,1914-12-07,-3.663006263595264,-62.66283417751794
14220,1914-12-08,-4.663178349672592,-3.663006263595264
14221,1914-12-09,-31.66335043574992,-4.663178349672592
14222,1914-12-10,-61.66352252182725,-31.66335043574992
14223,1914-12-11,-45.663694607904574,-61.66352252182725
14224,1914-12-12,-70.6638666939819,-45.663694607904574
14225,1914-12-13,-63.66403878005923,-70.6638666939819
14226,1914-12-14,-66.66421086613656,-63.66403878005923
14227,1914-12-15,-62.66438295221389,-66.66421086613656
14228,1914-12-16,-55.66455503829121,-62.66438295221389
14229,1914-12-17,-55.66472712436854,-55.66455503829121
14230,1914-12-18,-67.66489921044587,-55.66472712436854
14231,1914-12-19,-76.6650712965232,-67.66489921044587
14232,1914-12-20,-61.66524338260052,-76.6650712965232
14233,1914-12-21,-68.66541546867785,-61.66524338260052
14234,1914-12-22,-93.66558755475518,-68.66541546867785
14235,1914-12-23,-93.6657596408325,-93.66558755475518
14236,1914-12-24,-96.66593172690985,-93.6657596408325
14237,1914-12-25,-99.66610381298716,-96.66593172690985
14238,1914-12-26,-105.66627589906447,-99.66610381298716
14239,1914-12-27,-137.66644798514182,-105.66627589906447
14240,1914-12-28,-113.66662007121914,-137.66644798514182
14241,1914-12-29,-51.66679215729647,-113.66662007121914
14242,1914-12-30,-84.6669642433738,-51.66679215729647
14243,1914-12-31,-108.66713632945113,-84.6669642433738
14244,1915-01-01,-88.75349005615345,-108.66713632945113
14245,1915-01-02,-66.75366214223078,-88.75349005615345
14246,1915-01-03,-67.75383422830811,-66.75366214223078
14247,1915-01-04,-78.75400631438542,-67.75383422830811
14248,1915-01-05,-77.75417840046275,-78.75400631438542
14249,1915-01-06,-91.75435048654008,-77.75417840046275
14250,1915-01-07,-56.75452257261741,-91.75435048654008
14251,1915-01-08,-30.75469465869473,-56.75452257261741
14252,1915-01-09,-49.75486674477206,-30.75469465869473
14253,1915-01-10,-62.75503883084939,-49.75486674477206
14254,1915-01-11,-74.75521091692671,-62.75503883084939
14255,1915-01-12,-61.75538300300404,-74.75521091692671
14256,1915-01-13,-83.75555508908137,-61.75538300300404
14257,1915-01-14,-42.7557271751587,-83.75555508908137
14258,1915-01-15,-13.755899261236024,-42.7557271751587
14259,1915-01-16,-37.75607134731335,-13.755899261236024
14260,1915-01-17,-68.75624343339068,-37.75607134731335
14261,1915-01-18,-111.756415519468,-68.75624343339068
14262,1915-01-19,-147.75658760554535,-111.756415519468
14263,1915-01-20,-140.75675969162268,-147.75658760554535
14264,1915-01-21,-131.7569317777,-140.75675969162268
14265,1915-01-22,-78.75710386377732,-131.7569317777
14266,1915-01-23,-79.75727594985464,-78.75710386377732
14267,1915-01-24,-92.75744803593196,-79.75727594985464
14268,1915-01-25,-81.7576201220093,-92.75744803593196
14269,1915-01-26,-90.75779220808664,-81.7576201220093
14270,1915-01-27,-119.75796429416395,-90.75779220808664
14271,1915-01-28,-143.7581363802413,-119.75796429416395
14272,1915-01-29,-163.75830846631862,-143.7581363802413
14273,1915-01-30,-139.75848055239595,-163.75830846631862
14274,1915-01-31,-91.75865263847328,-139.75848055239595
14275,1915-02-01,-111.3581899589256,-91.75865263847328
14276,1915-02-02,-132.3583620450029,-111.3581899589256
14277,1915-02-03,-77.35853413108025,-132.3583620450029
14278,1915-02-04,-94.35870621715758,-77.35853413108025
14279,1915-02-05,-121.3588783032349,-94.35870621715758
14280,1915-02-06,-161.35905038931224,-121.3588783032349
14281,1915-02-07,-132.35922247538957,-161.35905038931224
14282,1915-02-08,-84.35939456146689,-132.35922247538957
14283,1915-02-09,-78.35956664754421,-84.35939456146689
14284,1915-02-10,-69.35973873362154,-78.35956664754421
14285,1915-02-11,-81.35991081969887,-69.35973873362154
14286,1915-02-12,-87.3600829057762,-81.35991081969887
14287,1915-02-13,-66.36025499185352,-87.3600829057762
14288,1915-02-14,-44.36042707793085,-66.36025499185352
14289,1915-02-15,-57.36059916400818,-44.36042707793085
14290,1915-02-16,-91.3607712500855,-57.36059916400818
14291,1915-02-17,-72.36094333616283,-91.3607712500855
14292,1915-02-18,-54.36111542224016,-72.36094333616283
14293,1915-02-19,-51.36128750831749,-54.36111542224016
14294,1915-02-20,-50.361459594394816,-51.36128750831749
14295,1915-02-21,-74.36163168047214,-50.361459594394816
14296,1915-02-22,-67.36180376654947,-74.36163168047214
14297,1915-02-23,-78.3619758526268,-67.36180376654947
14298,1915-02-24,-95.36214793870413,-78.3619758526268
14299,1915-02-25,-90.36232002478144,-95.36214793870413
14300,1915-02-26,-106.36249211085878,-90.36232002478144
14301,1915-02-27,-88.36266419693611,-106.36249211085878
14302,1915-02-28,-88.36283628301344,-88.36266419693611
14303,1915-03-01,-123.91061579096576,-88.36283628301344
14304,1915-03-02,-121.91078787704308,-123.91061579096576
14305,1915-03-03,-132.9109599631204,-121.91078787704308
14306,1915-03-04,-142.91113204919773,-132.9109599631204
14307,1915-03-05,-135.91130413527506,-142.91113204919773
14308,1915-03-06,-133.9114762213524,-135.91130413527506
14309,1915-03-07,-167.91164830742972,-133.9114762213524
14310,1915-03-08,-174.91182039350704,-167.91164830742972
14311,1915-03-09,-186.9119924795844,-174.91182039350704
14312,1915-03-10,-173.9121645656617,-186.9119924795844
14313,1915-03-11,-147.91233665173905,-173.9121645656617
14314,1915-03-12,-100.91250873781637,-147.91233665173905
14315,1915-03-13,-85.91268082389368,-100.91250873781637
14316,1915-03-14,-82.91285290997101,-85.91268082389368
14317,1915-03-15,-69.91302499604834,-82.91285290997101
14318,1915-03-16,-74.91319708212566,-69.91302499604834
14319,1915-03-17,-123.913369168203,-74.91319708212566
14320,1915-03-18,-133.91354125428032,-123.913369168203
14321,1915-03-19,-149.91371334035765,-133.91354125428032
14322,1915-03-20,-166.91388542643497,-149.91371334035765
14323,1915-03-21,-96.9140575125123,-166.91388542643497
14324,1915-03-22,-84.91422959858963,-96.9140575125123
14325,1915-03-23,-60.91440168466696,-84.91422959858963
14326,1915-03-24,-9.914573770744283,-60.91440168466696
14327,1915-03-25,-59.91474585682161,-9.914573770744283
14328,1915-03-26,-112.91491794289894,-59.91474585682161
14329,1915-03-27,-131.91509002897627,-112.91491794289894
14330,1915-03-28,-135.9152621150536,-131.91509002897627
